start,end,dur,peak_energy,peak_zcr,kind,text_density,text_tag
2309.6,2310.4,0.8,0.2208,0.1932,energy_burst,13,文本中
2313.3,2313.6,0.3,0.1956,0.1019,energy_burst,0,文本弱
2319.0,2319.4,0.4,0.1972,0.2639,strong_anomaly,2,文本弱
2319.6,2320.1,0.5,0.2324,0.1795,energy_burst,8,文本弱
2323.1,2323.5,0.4,0.2707,0.1639,energy_burst,5,文本弱
2325.9,2326.2,0.3,0.1607,0.1395,energy_burst,8,文本弱
2327.0,2327.6,0.6,0.1445,0.2395,strong_anomaly,6,文本弱
2347.6,2347.9,0.3,0.1372,0.1345,energy_burst,4,文本弱
2350.5,2350.8,0.3,0.2282,0.3352,high_freq_burst,7,文本弱
2364.4,2364.7,0.3,0.295,0.2133,strong_anomaly,2,文本弱
2375.0,2375.6,0.6,0.3227,0.1476,energy_burst,0,文本弱
2376.9,2377.2,0.3,0.1653,0.1345,energy_burst,6,文本弱
2378.4,2379.4,1.0,0.3547,0.3884,strong_anomaly,11,文本中
2385.8,2386.4,0.6,0.2491,0.0907,energy_burst,12,文本中
2386.5,2386.9,0.4,0.1995,0.1176,energy_burst,9,文本中
2389.4,2389.8,0.4,0.2839,0.1739,energy_burst,9,文本中
2396.9,2397.9,1.0,0.2933,0.1107,energy_burst,11,文本中
2408.2,2408.5,0.3,0.1283,0.1251,energy_burst,3,文本弱
2460.0,2460.5,0.5,0.219,0.2233,strong_anomaly,15,文本中
2477.5,2477.8,0.3,0.355,0.2364,high_freq_burst,3,文本弱
2479.0,2479.5,0.5,0.271,0.2577,strong_anomaly,0,文本弱
2480.1,2480.4,0.3,0.3241,0.192,energy_burst,1,文本弱
2487.6,2487.9,0.3,0.2452,0.1545,energy_burst,3,文本弱
2488.7,2489.1,0.4,0.3036,0.162,energy_burst,6,文本弱
2493.6,2494.0,0.4,0.3201,0.1689,energy_burst,3,文本弱
2495.1,2495.6,0.5,0.2867,0.2539,strong_anomaly,3,文本弱
2495.8,2496.3,0.5,0.2748,0.2577,strong_anomaly,6,文本弱
2499.6,2500.1,0.5,0.3112,0.1795,energy_burst,12,文本中
2504.2,2504.5,0.3,0.1719,0.1345,energy_burst,0,文本弱
2508.7,2509.1,0.4,0.2501,0.1463,energy_burst,7,文本弱
2510.2,2510.7,0.5,0.279,0.1776,energy_burst,10,文本中
2510.8,2511.2,0.4,0.1582,0.1182,energy_burst,16,文本中
2514.3,2514.7,0.4,0.2589,0.2614,strong_anomaly,1,文本弱
2517.5,2517.8,0.3,0.1867,0.2245,high_freq_burst,5,文本弱
2522.7,2523.5,0.8,0.3677,0.2452,strong_anomaly,6,文本弱
2530.8,2531.4,0.6,0.3636,0.2783,strong_anomaly,13,文本中
2531.8,2532.1,0.3,0.2626,0.1876,energy_burst,14,文本中
2535.4,2535.7,0.3,0.1679,0.1614,energy_burst,5,文本弱
2538.4,2538.8,0.4,0.2805,0.2595,strong_anomaly,8,文本弱
2543.5,2544.3,0.8,0.2718,0.2258,strong_anomaly,8,文本弱
2547.4,2547.7,0.3,0.2297,0.1163,energy_burst,7,文本弱
2547.9,2548.3,0.4,0.2793,0.1776,energy_burst,14,文本中
2563.0,2563.3,0.3,0.1638,0.1538,energy_burst,6,文本弱
2571.1,2571.4,0.3,0.1858,0.1845,energy_burst,3,文本弱
2578.5,2578.9,0.4,0.1854,0.1945,energy_burst,7,文本弱
2590.2,2590.5,0.3,0.2962,0.1832,energy_burst,2,文本弱
2592.6,2593.0,0.4,0.2488,0.2233,strong_anomaly,2,文本弱
2593.4,2593.8,0.4,0.2062,0.2445,strong_anomaly,2,文本弱
2596.6,2596.9,0.3,0.1872,0.2739,high_freq_burst,5,文本弱
2599.5,2599.9,0.4,0.215,0.1438,energy_burst,2,文本弱
2603.3,2603.6,0.3,0.3244,0.1551,energy_burst,1,文本弱
2604.5,2605.3,0.8,0.2977,0.2358,high_freq_burst,7,文本弱
2609.7,2610.1,0.4,0.1686,0.2683,strong_anomaly,2,文本弱
2625.5,2626.2,0.7,0.2826,0.1507,energy_burst,14,文本中
2630.1,2630.8,0.7,0.2214,0.1345,energy_burst,9,文本中
2643.1,2643.5,0.4,0.2266,0.137,energy_burst,3,文本弱
2647.2,2647.5,0.3,0.1339,0.1169,energy_burst,5,文本弱
2652.9,2653.2,0.3,0.1843,0.1338,energy_burst,8,文本弱
2654.8,2655.3,0.5,0.2848,0.2983,strong_anomaly,8,文本弱
2659.4,2659.7,0.3,0.274,0.247,strong_anomaly,4,文本弱
2664.2,2664.6,0.4,0.3099,0.2552,high_freq_burst,4,文本弱
2685.4,2686.0,0.6,0.248,0.1951,energy_burst,9,文本中
2686.1,2686.4,0.3,0.1934,0.0988,energy_burst,9,文本中
2688.4,2688.8,0.4,0.1772,0.1676,energy_burst,8,文本弱
2690.8,2691.1,0.3,0.1869,0.2239,strong_anomaly,12,文本中
2694.6,2695.0,0.4,0.1397,0.1726,energy_burst,6,文本弱
2695.1,2695.5,0.4,0.2516,0.1807,energy_burst,6,文本弱
2696.7,2697.3,0.6,0.272,0.1932,energy_burst,12,文本中
2700.3,2700.6,0.3,0.1536,0.207,strong_anomaly,10,文本中
2704.8,2705.2,0.4,0.236,0.2151,strong_anomaly,8,文本弱
2705.9,2706.2,0.3,0.2239,0.1451,energy_burst,12,文本中
2711.7,2712.0,0.3,0.3382,0.1495,energy_burst,8,文本弱
2726.0,2726.3,0.3,0.2271,0.1682,energy_burst,0,文本弱
2737.1,2737.4,0.3,0.2346,0.1507,energy_burst,2,文本弱
2738.4,2738.7,0.3,0.1933,0.3258,strong_anomaly,6,文本弱
2738.8,2739.2,0.4,0.2607,0.1076,energy_burst,15,文本中
2739.8,2740.2,0.4,0.2759,0.1245,energy_burst,9,文本中
2747.6,2748.2,0.6,0.3118,0.1526,energy_burst,7,文本弱
2748.4,2748.8,0.4,0.2408,0.2095,strong_anomaly,5,文本弱
2753.0,2753.5,0.5,0.2706,0.3089,strong_anomaly,7,文本弱
2760.5,2760.9,0.4,0.1612,0.1732,energy_burst,10,文本中
2762.6,2763.1,0.5,0.1989,0.1795,energy_burst,12,文本中
2764.0,2764.4,0.4,0.2099,0.1745,energy_burst,7,文本弱
2765.9,2766.4,0.5,0.1863,0.197,energy_burst,8,文本弱
2766.7,2767.0,0.3,0.1415,0.2008,strong_anomaly,4,文本弱
2770.1,2770.4,0.3,0.1897,0.1632,energy_burst,10,文本中
2770.5,2770.8,0.3,0.178,0.1689,energy_burst,10,文本中
2770.9,2771.4,0.5,0.2111,0.2008,high_freq_burst,16,文本中
2773.9,2774.2,0.3,0.188,0.1926,energy_burst,7,文本弱
2790.3,2790.6,0.3,0.2095,0.1964,energy_burst,3,文本弱
2792.2,2792.5,0.3,0.322,0.2026,strong_anomaly,5,文本弱
2802.7,2803.0,0.3,0.2906,0.2164,strong_anomaly,2,文本弱
2803.2,2803.7,0.5,0.3165,0.1807,energy_burst,4,文本弱
2807.0,2807.6,0.6,0.2187,0.1507,energy_burst,7,文本弱
2807.8,2808.1,0.3,0.3069,0.1645,energy_burst,9,文本中
2819.7,2820.1,0.4,0.2422,0.1695,energy_burst,10,文本中
2823.3,2823.6,0.3,0.2573,0.4941,high_freq_burst,4,文本弱
2826.9,2827.4,0.5,0.2009,0.2264,strong_anomaly,4,文本弱
2832.1,2832.8,0.7,0.323,0.1614,energy_burst,2,文本弱
2837.0,2837.3,0.3,0.3144,0.152,energy_burst,2,文本弱
2837.4,2837.9,0.5,0.322,0.3921,strong_anomaly,2,文本弱
2841.0,2841.4,0.4,0.277,0.1445,energy_burst,4,文本弱
2844.4,2844.7,0.3,0.2489,0.1232,energy_burst,6,文本弱
2848.2,2848.5,0.3,0.2467,0.2533,strong_anomaly,2,文本弱
2850.1,2850.5,0.4,0.2108,0.1176,energy_burst,2,文本弱
2853.1,2853.4,0.3,0.1909,0.162,energy_burst,5,文本弱
2870.0,2870.5,0.5,0.1684,0.267,strong_anomaly,3,文本弱
2870.8,2871.3,0.5,0.216,0.2639,high_freq_burst,5,文本弱
2872.4,2872.8,0.4,0.3403,0.2139,strong_anomaly,2,文本弱
2873.2,2873.8,0.6,0.235,0.3071,strong_anomaly,11,文本中
2878.5,2878.8,0.3,0.3056,0.1839,energy_burst,16,文本中
2879.3,2879.9,0.6,0.2954,0.2033,strong_anomaly,16,文本中
2887.9,2888.2,0.3,0.2673,0.1939,energy_burst,9,文本中
2891.6,2892.0,0.4,0.1506,0.1651,energy_burst,7,文本弱
2898.4,2898.9,0.5,0.229,0.1263,energy_burst,6,文本弱
2900.7,2901.0,0.3,0.1726,0.237,strong_anomaly,16,文本中
2901.1,2901.6,0.5,0.2841,0.3252,strong_anomaly,16,文本中
2901.7,2902.2,0.5,0.2132,0.3521,high_freq_burst,16,文本中
2905.2,2905.5,0.3,0.223,0.1695,energy_burst,17,文本中
2911.5,2911.8,0.3,0.2009,0.162,energy_burst,18,文本中
2923.7,2924.0,0.3,0.2867,0.1376,energy_burst,17,文本中
2926.9,2927.5,0.6,0.2949,0.2014,strong_anomaly,28,文本中
2927.6,2928.0,0.4,0.3038,0.1426,energy_burst,28,文本中
2932.7,2933.0,0.3,0.3047,0.1345,energy_burst,20,文本中
2934.1,2934.7,0.6,0.3042,0.1664,energy_burst,20,文本中
2945.2,2945.6,0.4,0.1832,0.1739,energy_burst,8,文本弱
2947.2,2947.7,0.5,0.2633,0.242,strong_anomaly,24,文本中
2950.4,2950.7,0.3,0.2687,0.2689,high_freq_burst,20,文本中
2954.1,2954.5,0.4,0.1645,0.1545,energy_burst,21,文本中
2961.4,2961.9,0.5,0.3371,0.1895,energy_burst,5,文本弱
2967.8,2968.6,0.8,0.2831,0.2283,strong_anomaly,36,文本强
2973.7,2974.0,0.3,0.2699,0.2996,strong_anomaly,19,文本中
2975.4,2975.7,0.3,0.2328,0.2658,high_freq_burst,19,文本中
2983.4,2983.9,0.5,0.3147,0.142,energy_burst,1,文本弱
2987.2,2988.1,0.9,0.3032,0.2677,strong_anomaly,8,文本弱
2997.1,2997.9,0.8,0.4011,0.1664,energy_burst,0,文本弱
2999.6,3000.0,0.4,0.1994,0.1814,energy_burst,6,文本弱
3000.2,3000.8,0.6,0.4163,0.1807,energy_burst,2,文本弱
3005.1,3005.4,0.3,0.3808,0.1701,energy_burst,7,文本弱
3007.7,3008.1,0.4,0.3803,0.1795,energy_burst,23,文本中
3016.4,3016.9,0.5,0.3862,0.182,energy_burst,2,文本弱
3028.1,3028.4,0.3,0.1378,0.1789,energy_burst,16,文本中
3029.1,3029.9,0.8,0.3672,0.2233,strong_anomaly,16,文本中
3034.2,3034.6,0.4,0.3314,0.1632,energy_burst,1,文本弱
3035.1,3035.4,0.3,0.2058,0.3552,strong_anomaly,3,文本弱
3037.7,3038.1,0.4,0.2082,0.2295,strong_anomaly,7,文本弱
3043.0,3043.4,0.4,0.1981,0.1326,energy_burst,9,文本中
3044.8,3045.3,0.5,0.3304,0.257,strong_anomaly,17,文本中
3051.2,3051.9,0.7,0.2708,0.1482,energy_burst,18,文本中
3056.4,3057.1,0.7,0.1689,0.1632,energy_burst,13,文本中
3060.0,3060.4,0.4,0.1861,0.2652,strong_anomaly,11,文本中
3063.9,3064.2,0.3,0.3075,0.1551,energy_burst,14,文本中
3065.3,3066.3,1.0,0.2808,0.2633,strong_anomaly,25,文本中
3071.7,3072.5,0.8,0.22,0.257,strong_anomaly,9,文本中
3074.0,3074.6,0.6,0.2696,0.2558,high_freq_burst,13,文本中
3076.2,3076.5,0.3,0.1679,0.2683,high_freq_burst,13,文本中
3083.9,3084.5,0.6,0.3227,0.2326,strong_anomaly,7,文本弱
3085.1,3085.4,0.3,0.2876,0.1338,energy_burst,10,文本中
3087.9,3088.2,0.3,0.1988,0.3139,strong_anomaly,11,文本中
3089.1,3089.5,0.4,0.3246,0.1876,energy_burst,7,文本弱
3096.2,3096.7,0.5,0.2188,0.3552,strong_anomaly,7,文本弱
